Row	Column	Timepoint	Nuclei_Number_of_Objects	Nuclei_IntNucGFP_Mean_Mean_per_Well	Nuclei_IntNucGFP_StdDev_Mean_per_Well	Nuclei_IntNucGFP_Sum_Mean_per_Well	Nuclei_IntNucGFP_Contrast_Mean_per_Well	Nuclei_IntCell DPC Mean_Mean_per_Well	Nuclei_IntCell_DPC_StdDev_Mean_per_Well	Nuclei_IntCell_DPC_Sum_Mean_per_Well	Nuclei_IntCell_DPC_Contrast_Mean_per_Well	Nuclei_NucMoph_Area_Micrometers_Mean_per_Well	Nuclei_NucMoph_Roundness_Mean_per_Well	Nuclei_NucMoph_Ratio_Width_to_Length_Mean_per_Well	Nuclei_CellMoph_Area_Micrometers_ Mean_per_Well	Nuclei_CellMoph_Roundness_Mean_per_Well	Nuclei_CellMoph_Ratio_Width_to_Length_Mean_per_Well	Time_in_seconds	Compound	Concentration
M	2	3	303	434.5	56.37	48098	0.2378	535.1	239.2	235661	0.5483	100.7	0.7288	0.5083	350.8	0.6965	0.4355	5408	DMSO	0.009144947
M	2	4	190	563.3	86	71817	0.3613	661.7	286.4	321952	0.7785	136.3	0.9015	0.6288	498.3	0.7814	0.4731	7203	DMSO	0.009144947
M	2	5	201	573	92.55	75172	0.3505	648.9	283.8	299533	0.7898	138.7	0.8855	0.6215	470.5	0.7718	0.467	9003	DMSO	0.009144947
M	2	6	189	579.1	89.36	77228	0.3602	613.2	273.3	284794	0.7896	142.1	0.9092	0.6399	480.2	0.7668	0.4647	10803	DMSO	0.009144947
M	2	7	200	572	87.61	74295	0.357	659.2	300.6	337309	0.8202	138.8	0.8966	0.6271	514	0.7795	0.4757	12603	DMSO	0.009144947
M	2	8	391	422.6	49.46	47103	0.1925	391.5	188.5	176199	0.5165	99.74	0.6979	0.4899	318.6	0.6693	0.4245	14402	DMSO	0.009144947
M	2	9	208	598.1	93.19	72986	0.3601	621.9	277.2	293077	0.7811	129.9	0.8927	0.6275	489.6	0.7592	0.4573	16203	DMSO	0.009144947
M	2	10	207	581.9	87.96	72525	0.3565	601.3	276.2	283964	0.7927	132.1	0.9027	0.6448	470	0.7694	0.4621	18002	DMSO	0.009144947
M	2	11	207	574	88.08	73998	0.348	610.6	275	303827	0.7398	137.1	0.8959	0.6311	502	0.767	0.4666	19803	DMSO	0.009144947
M	2	12	206	588.6	90.42	76806	0.3504	622.8	280.8	314848	0.7859	138.4	0.9063	0.6331	509.7	0.766	0.4532	21602	DMSO	0.009144947
M	2	13	402	405.4	47.42	47609	0.1859	354.7	172.5	157746	0.4775	109.5	0.6854	0.4768	317.4	0.6544	0.4139	23403	DMSO	0.009144947
M	2	14	197	606	92.25	81519	0.3546	601	269.3	302546	0.7586	144.9	0.911	0.6413	526.2	0.7661	0.4743	25203	DMSO	0.009144947
M	2	15	342	471.8	57.93	55894	0.2195	429.8	195.4	202181	0.5249	113.9	0.7222	0.5079	375.8	0.6717	0.4214	27006	DMSO	0.009144947
M	2	16	212	580.2	89.96	73798	0.3514	699.7	297.2	329557	0.7855	137	0.9053	0.6347	500	0.779	0.4754	28802	DMSO	0.009144947
M	2	17	208	613.9	93.52	79870	0.3496	634.2	273.6	299356	0.7715	140.3	0.9007	0.6296	495.1	0.7765	0.4714	30603	DMSO	0.009144947
M	2	18	256	550.6	79.83	66782	0.3031	618.4	269.1	262828	0.7266	122.7	0.8353	0.5829	442.9	0.7502	0.4579	34202	DMSO	0.009144947
M	2	19	427	425.8	44.54	47311	0.1775	418.6	191.8	163008	0.5244	98.78	0.6779	0.4706	325.8	0.6618	0.4119	37802	DMSO	0.009144947
M	2	20	429	443	49.19	50524	0.1836	402.3	189.1	172092	0.5335	106.6	0.6737	0.4662	350.4	0.651	0.4029	41402	DMSO	0.009144947
M	2	21	215	588.3	89.03	75270	0.3533	717.1	318.9	346842	0.7949	136.7	0.9048	0.6333	548	0.7581	0.4643	45002	DMSO	0.009144947
M	2	22	241	588.1	86.58	76571	0.3151	657.9	287.2	303790	0.7637	141.6	0.8739	0.6099	483.4	0.7466	0.4539	48603	DMSO	0.009144947
M	2	23	234	592.7	87.53	74086	0.3397	712.1	308.6	334338	0.7853	131.7	0.8938	0.6226	498.3	0.764	0.4581	52202	DMSO	0.009144947
N	2	0	233	509.3	71.32	66850	0.3577	935.6	411	376198	0.8785	132.4	0.8663	0.6087	437.8	0.7712	0.4543	0	DMSO	0.009144947
N	2	1	374	357.3	43.18	42114	0.246	576.4	253.5	198835	0.6393	111.1	0.739	0.5123	345	0.7172	0.4408	1803	DMSO	0.009144947
N	2	2	423	368.6	41.39	40372	0.2201	497.1	211.7	165360	0.5656	96.86	0.725	0.5084	298.7	0.7184	0.4532	3602	DMSO	0.009144947
N	2	3	280	475.3	65.01	59631	0.3281	695.8	299.7	245009	0.8009	125.4	0.8574	0.6076	405.9	0.7798	0.4822	5408	DMSO	0.009144947
N	2	4	280	471.5	63.16	61365	0.3151	664.7	295.2	255676	0.8	127.9	0.8542	0.6018	441.3	0.7711	0.4706	7203	DMSO	0.009144947
N	2	5	271	501.4	68.28	65719	0.3272	637.5	284.2	246911	0.7882	131.6	0.8653	0.6173	439.5	0.7681	0.464	9004	DMSO	0.009144947
N	2	6	250	516	73.94	69571	0.3352	655.9	286.3	271692	0.804	140.3	0.8786	0.6286	478.4	0.7704	0.4691	10803	DMSO	0.009144947
N	2	7	272	510.3	72.69	66158	0.3281	656.1	293.3	255506	0.7885	133.1	0.8691	0.6208	439	0.7843	0.4788	12603	DMSO	0.009144947
N	2	8	269	536.1	74.85	70313	0.3308	639.6	284.7	268298	0.7846	134.5	0.8737	0.6246	457.4	0.7818	0.4778	14402	DMSO	0.009144947
N	2	9	259	550.3	78.27	73067	0.3466	605.6	274.1	276103	0.8157	138.9	0.9048	0.6499	505	0.7753	0.4737	16203	DMSO	0.009144947
N	2	10	274	532.5	75.79	69416	0.3449	626.6	275.5	256607	0.8141	135.7	0.8952	0.6424	462	0.7902	0.4871	18002	DMSO	0.009144947
N	2	11	269	536.4	76.41	72489	0.3421	658.1	285.3	280835	0.809	139.8	0.8996	0.6448	479.7	0.7844	0.4791	19803	DMSO	0.009144947
N	2	12	272	554.9	79.4	73471	0.3444	639.2	278.1	270136	0.8007	138	0.901	0.6497	476.2	0.7771	0.4813	21602	DMSO	0.009144947
N	2	13	284	528.7	74.59	69817	0.3378	649.2	287	279819	0.8104	137.7	0.8928	0.6379	477.4	0.7665	0.4641	23403	DMSO	0.009144947
N	2	14	283	560.8	79.46	73322	0.3462	665.1	290.9	294237	0.811	136.5	0.9028	0.6448	498	0.7622	0.465	25202	DMSO	0.009144947
N	2	15	292	563	78.29	72756	0.3425	612.1	266.9	255214	0.8	133.2	0.9006	0.6451	463.9	0.7736	0.4722	27006	DMSO	0.009144947
N	2	16	305	522.2	72.64	67990	0.3361	612.7	270.4	255158	0.7937	134.1	0.8888	0.6434	469.5	0.7654	0.4655	28802	DMSO	0.009144947
N	2	17	304	551.9	76.17	71776	0.3323	662.9	283.9	273790	0.8114	133.5	0.8953	0.6398	465.6	0.7719	0.4679	30603	DMSO	0.009144947
N	2	18	317	526.5	71.26	68407	0.3256	578.7	252.4	245024	0.781	132	0.8856	0.632	460.6	0.7529	0.4581	34202	DMSO	0.009144947
N	2	19	320	548.4	73.71	71930	0.3267	611.5	271.1	275880	0.8028	133.1	0.8836	0.6336	494.7	0.7551	0.4509	37802	DMSO	0.009144947
N	2	20	328	554.7	73.6	73002	0.3184	623.4	271.7	267088	0.7667	133.7	0.8798	0.6255	472.3	0.7567	0.4541	41402	DMSO	0.009144947
N	2	21	330	499.3	64.81	70067	0.3097	537.8	238.3	242689	0.7659	139.3	0.8818	0.6315	482.6	0.7522	0.448	45002	DMSO	0.009144947
N	2	22	338	534.5	70.54	73760	0.314	545.9	241.4	238911	0.7506	140.8	0.8678	0.6249	470.8	0.7556	0.4565	48604	DMSO	0.009144947
N	2	23	326	546.5	73.53	77522	0.3187	573.5	257.6	258924	0.7587	145.7	0.8827	0.6336	499	0.7467	0.4474	52202	DMSO	0.009144947
O	2	0	119	410.5	45.12	49681	0.2239	421.5	213	185605	0.4815	120.8	0.7057	0.4999	370.3	0.7154	0.441	0	DMSO	0.003048316
O	2	1	464	255.8	16.3	21838	0.1051	202.9	95.49	46856	0.1851	82.68	0.6343	0.4213	155.7	0.6802	0.4277	1803	DMSO	0.003048316
O	2	2	5924	227.5	15.18	10052	0.03909	65.33	33.46	6814	0.1364	42.86	0.6743	0.4337	64.79	0.7007	0.4407	3602	DMSO	0.003048316
O	2	3	1267	257	11.71	16544	0.06395	101.2	51.48	21707	0.158	61.59	0.5706	0.3833	116.5	0.6194	0.4002	5408	DMSO	0.003048316
O	2	4	468	299.4	18.91	23711	0.112	197.2	92.92	47822	0.1834	76.07	0.6315	0.4221	151.4	0.6704	0.4219	7203	DMSO	0.003048316
O	2	5	1138	276.6	12.81	18409	0.06294	113	56.23	23819	0.154	63.84	0.5628	0.3812	121.9	0.6077	0.3915	9004	DMSO	0.003048316
O	2	6	1414	269	11.56	17230	0.05758	105.1	53.64	21252	0.1584	61.59	0.5617	0.3773	110.7	0.6095	0.395	10803	DMSO	0.003048316
O	2	7	435	308.6	19.81	26112	0.1161	205.6	96.54	52588	0.206	81.03	0.6535	0.4406	162.3	0.6902	0.4407	12603	DMSO	0.003048316
O	2	8	1192	279.3	12.44	18260	0.06003	123.8	60.41	24660	0.1634	62.49	0.5694	0.3859	117	0.6145	0.3984	14402	DMSO	0.003048316
O	2	9	1168	282.9	13.2	19491	0.06255	101	53.73	19695	0.1367	66.13	0.5707	0.3822	113.5	0.6123	0.3949	16203	DMSO	0.003048316
O	2	10	1246	274.5	12.04	17537	0.05906	99.21	50.78	19412	0.1513	61.3	0.5772	0.3919	108.7	0.6232	0.4083	18002	DMSO	0.003048316
O	2	11	394	332.9	26.76	28798	0.1183	237	112.6	65206	0.2273	82.38	0.6334	0.4314	193.9	0.6772	0.4328	19803	DMSO	0.003048316
O	2	12	1101	291.6	13.11	19280	0.06414	123.5	61.17	25598	0.1941	62.7	0.5704	0.3863	118.3	0.6177	0.399	21602	DMSO	0.003048316
O	2	13	352	337.7	27.47	26460	0.1388	248.4	116	71650	0.2409	73.07	0.6552	0.4443	185.2	0.6911	0.4297	23403	DMSO	0.003048316
O	2	14	1183	286.4	12.81	19378	0.0593	122.8	61.13	26191	0.2056	64.32	0.5629	0.386	124.4	0.6107	0.3987	25202	DMSO	0.003048316
O	2	15	1280	295.7	13.02	19815	0.05814	111.5	58.21	22077	0.1843	63.9	0.558	0.3759	121.2	0.6118	0.3962	27006	DMSO	0.003048316
O	2	16	628	299.6	17.18	22448	0.09378	181.6	86.17	40241	0.1735	70.85	0.6178	0.413	133.4	0.6608	0.4158	28802	DMSO	0.003048316
O	2	17	930	308.9	14.74	21346	0.07086	139.1	68.88	31600	0.2321	65.51	0.5867	0.3912	133.8	0.6376	0.4034	30603	DMSO	0.003048316
O	2	18	1124	294.7	13.48	19519	0.06554	119.9	60.13	25657	0.2191	62.7	0.5722	0.3858	122.3	0.622	0.401	34202	DMSO	0.003048316
O	2	19	935	308.6	14.56	21442	0.07366	139.6	66.64	30820	0.2151	65.24	0.5955	0.3993	128.4	0.6424	0.4079	37802	DMSO	0.003048316
O	2	20	1455	300.6	12.15	18875	0.05613	122.3	57.57	24230	0.238	59.64	0.5719	0.3838	115.2	0.6252	0.3998	41402	DMSO	0.003048316
O	2	21	467	332.4	24.21	23863	0.1223	221.4	98.96	55556	0.1798	66.89	0.6438	0.435	152.7	0.6891	0.4354	45002	DMSO	0.003048316
O	2	22	1451	292.7	11.61	18127	0.05611	101.3	52.64	19669	0.1577	58.73	0.5594	0.3767	106.7	0.6097	0.3911	48604	DMSO	0.003048316
O	2	23	342	360.6	28.13	30917	0.1299	286.7	136.9	89097	0.2434	81.26	0.6568	0.4441	212.1	0.6932	0.4297	52202	DMSO	0.003048316
P	2	0	1168	244.3	11.37	12455	0.04661	54.58	28.44	13864	0.0393	47.13	0.548	0.368	80.74	0.5779	0.3793	0	DMSO	0.003048316
P	2	1	6955	202.4	12.8	7529	0.0435	638.5	61.58	71203	0.08234	35.8	0.5856	0.3881	53.41	0.63	0.4073	1803	DMSO	0.003048316
P	2	2	3444	225.4	8.867	10064	0.04043	530	70.46	58821	0.1705	42.11	0.5599	0.3743	72.79	0.621	0.4019	3602	DMSO	0.003048316
P	2	3	273	315.2	26.76	31289	0.1142	441.2	149.2	726280	0.2284	93.65	0.5668	0.404	274.9	0.5759	0.3804	5408	DMSO	0.003048316
P	2	4	180	367.4	38.75	52198	0.165	846	280.8	914061	0.4891	151.3	0.6355	0.449	443	0.6434	0.4243	7203	DMSO	0.003048316
P	2	5	119	371.2	39.24	38839	0.145	495	171.6	934050	0.2644	97.08	0.5912	0.4351	390.8	0.5864	0.3904	9004	DMSO	0.003048316
P	2	6	5131	255.8	16.78	11442	0.03399	272.3	54.33	65140	0.004694	43.15	0.6719	0.433	66.74	0.6918	0.4378	10802	DMSO	0.003048316
P	2	7	383	300	20.95	24822	0.0835	177.9	89.28	251505	0.2327	74.71	0.536	0.3723	221.5	0.5519	0.3575	12603	DMSO	0.003048316
P	2	8	550	298.7	18.5	23688	0.06704	214.8	80	260477	0.155	72.87	0.5277	0.3625	193.8	0.558	0.366	14402	DMSO	0.003048316
P	2	9	248	355.8	33.66	37683	0.1281	368.2	143.4	344433	0.298	99.94	0.591	0.4216	295.2	0.6051	0.403	16203	DMSO	0.003048316
P	2	10	147	398	44.29	35147	0.1651	1184	274.7	2067634	0.3805	76.75	0.6387	0.4551	418.4	0.6239	0.4094	18002	DMSO	0.003048316
P	2	11	192	384.6	40.34	42166	0.1658	660.7	208.6	877408	0.3723	103.9	0.6407	0.4576	345.7	0.6223	0.3977	19803	DMSO	0.003048316
P	2	12	300	343.5	28.71	31476	0.1123	576.9	170.9	404851	0.3373	81.81	0.5967	0.4217	275.9	0.6271	0.4042	21602	DMSO	0.003048316
P	2	13	89	551.4	81.79	74352	0.3546	1768	552.8	4065360	0.6315	154.6	0.8254	0.5954	640.8	0.7702	0.4776	23403	DMSO	0.003048316
P	2	14	421	316.6	21.11	25214	0.0825	298.4	106.1	286187	0.2265	72.23	0.5458	0.3834	197.7	0.5821	0.3775	25203	DMSO	0.003048316
P	2	15	94	571.2	84.62	75188	0.3416	1842	529.1	3396540	0.6635	143.5	0.8357	0.6141	609.8	0.7461	0.449	27006	DMSO	0.003048316
P	2	16	312	340.1	29.46	30731	0.1231	477	174.8	525735	0.2836	81.31	0.5955	0.4151	241.5	0.5878	0.3762	28803	DMSO	0.003048316
P	2	17	262	371.4	34.13	38270	0.1386	400.8	173.2	282720	0.3752	94.5	0.6094	0.4347	271.1	0.6168	0.4003	30603	DMSO	0.003048316
P	2	18	4618	270.1	17.42	12235	0.03438	328.8	56.73	67015	0.0445	43.41	0.6708	0.4337	67.17	0.6901	0.4363	34202	DMSO	0.003048316
P	2	19	3377	276.2	10.72	12342	0.03825	257.2	56.79	41679	0.1885	41.89	0.5566	0.3747	77.75	0.6153	0.3997	37802	DMSO	0.003048316
P	2	20	3135	276.4	11.08	12543	0.03785	137.7	50.07	33532	0.1545	42.36	0.5625	0.3793	80.67	0.6169	0.4023	41402	DMSO	0.003048316
P	2	21	101	520.7	72.11	67809	0.314	987.6	415.7	941553	0.6987	137.5	0.8221	0.5913	522.4	0.7422	0.455	45002	DMSO	0.003048316
P	2	22	401	341.3	24.02	32212	0.1003	606.8	158.6	460402	0.2809	86.31	0.5848	0.4137	240.1	0.6005	0.3841	48604	DMSO	0.003048316
P	2	23	628	310.7	17.37	23216	0.06647	229.2	95.94	146745	0.2017	67.33	0.5341	0.3666	164.9	0.5622	0.3679	52202	DMSO	0.003048316
P	3	0	508	280.3	15.02	19149	0.09826	107.5	53.27	28359	0.1211	62.85	0.6057	0.4029	143.5	0.6441	0.4128	0	Dactinomycin	0.003810395
P	3	1	951	217.9	10.5	14759	0.06564	72.68	40.51	19803	0.1052	64.17	0.5314	0.3573	130.4	0.5745	0.3757	1803	Dactinomycin	0.003810395
P	3	2	3025	226.2	8.832	9870	0.04183	46.38	28.89	7934	0.05863	41.17	0.5577	0.3705	66.78	0.5904	0.3859	3602	Dactinomycin	0.003810395
P	3	3	132	392.8	41.87	50370	0.2172	341.6	156.6	106140	0.2924	128	0.7451	0.5218	243.1	0.7396	0.4771	5408	Dactinomycin	0.003810395
P	3	4	1090	264.4	11.57	17657	0.05928	80.5	46.47	19739	0.1053	63.02	0.5476	0.3708	117.6	0.5853	0.379	7203	Dactinomycin	0.003810395
P	3	5	543	289	17.1	26367	0.08874	112.3	61.37	31370	0.1412	87.33	0.591	0.4026	137.7	0.6079	0.3982	9004	Dactinomycin	0.003810395
P	3	6	820	285.8	13.84	20089	0.07041	98.47	52.59	24252	0.09942	65.81	0.5468	0.37	129.6	0.5801	0.3766	10803	Dactinomycin	0.003810395
P	3	7	4852	252.7	16.4	11201	0.03603	59.94	35.87	6434	0.1403	42.79	0.6768	0.4351	65.78	0.6999	0.4404	12603	Dactinomycin	0.003810395
P	3	8	852	289.6	14.05	19776	0.06817	98.39	52.04	25752	0.1377	63.69	0.5511	0.3759	127.8	0.5843	0.3822	14402	Dactinomycin	0.003810395
P	3	9	284	351.5	28.5	32887	0.1415	242.8	122.2	67325	0.2605	87.93	0.6311	0.422	197.3	0.6577	0.4172	16203	Dactinomycin	0.003810395
P	3	10	353	328.1	28.68	27684	0.1242	206.6	102.2	59338	0.2487	79.17	0.6263	0.4295	168.6	0.6443	0.4101	18002	Dactinomycin	0.003810395
P	3	11	881	284.1	13.59	20623	0.05824	94.48	53.11	26351	0.1911	67.58	0.5386	0.3644	135.5	0.5755	0.3752	19803	Dactinomycin	0.003810395
P	3	12	197	397.7	40.11	36772	0.1895	347.4	170	96828	0.3209	84.86	0.6896	0.47	198.7	0.7107	0.4423	21602	Dactinomycin	0.003810395
P	3	13	197	392.5	38.79	34745	0.1989	332.7	164.9	96986	0.2033	80.5	0.7006	0.4684	189	0.7094	0.4403	23403	Dactinomycin	0.003810395
P	3	14	4425	268.7	17.14	12062	0.03676	70.24	40.11	7205	0.1481	43.31	0.6691	0.43	67.12	0.6943	0.4371	25203	Dactinomycin	0.003810395
P	3	15	342	349.3	31.35	31926	0.1311	216	112.5	57491	0.2396	87.15	0.6137	0.4176	162.8	0.6295	0.4019	27006	Dactinomycin	0.003810395
P	3	16	4441	257.7	16.65	11531	0.03584	75.26	42	8231	0.209	43.02	0.6705	0.4315	71.37	0.699	0.4367	28803	Dactinomycin	0.003810395
P	3	17	389	320.8	21.72	33346	0.09125	167.5	86.91	45814	0.2133	98.9	0.5701	0.392	172.7	0.5954	0.3852	30603	Dactinomycin	0.003810395
P	3	18	158	437.7	45.36	44574	0.2237	442.9	215.3	123545	0.316	97.69	0.7186	0.4897	227	0.724	0.4476	34202	Dactinomycin	0.003810395
P	3	19	17698	265.8	9.851	13291	0.03924	33.74	22.02	2413	0.08445	49.15	0.6781	0.4347	52.89	0.7009	0.4459	37802	Dactinomycin	0.003810395
P	3	20	4506	284.7	17.56	12888	0.03592	76.59	42.35	8606	0.1671	43.59	0.675	0.4336	72.38	0.7009	0.4404	41402	Dactinomycin	0.003810395
P	3	21	220	404.2	39.63	36595	0.1992	373.9	184.6	95576	0.2695	85.19	0.6893	0.4684	178.3	0.7229	0.451	45002	Dactinomycin	0.003810395
P	3	22	963	303.1	15.17	20570	0.06609	125	64.97	28611	0.1732	63.7	0.5601	0.3813	129.7	0.6051	0.3954	48604	Dactinomycin	0.003810395
P	3	23	699	315.6	16.6	22647	0.07434	149.5	76	34975	0.1725	65.78	0.5439	0.3728	140.3	0.5855	0.3849	52202	Dactinomycin	0.003810395
O	3	0	4537	226.7	7.854	9730	0.03325	61.16	32.67	7563	0.1455	41.37	0.5614	0.3728	67.63	0.6191	0.4015	0	Dactinomycin	0.003810395
O	3	1	4239	190.4	7.43	8305	0.03835	90.65	46.41	11463	0.1367	41.49	0.5615	0.3734	72.62	0.6174	0.4005	1803	Dactinomycin	0.003810395
O	3	2	3888	213.7	8.168	8945	0.03624	77.83	40.76	10863	0.09645	39.73	0.5651	0.376	62.91	0.6164	0.403	3602	Dactinomycin	0.003810395
O	3	3	3562	225.2	8.623	10461	0.03617	85.57	45.49	12880	0.1137	44.24	0.5461	0.3655	78.33	0.5995	0.391	5408	Dactinomycin	0.003810395
O	3	4	2754	230	9.095	10157	0.03914	88.91	47.33	11676	0.1025	41.44	0.5611	0.377	66.59	0.6042	0.3965	7203	Dactinomycin	0.003810395
O	3	5	1207	257.4	11.53	19573	0.04673	120.9	68.81	34090	0.1312	73.1	0.5075	0.3519	153.9	0.5516	0.3673	9004	Dactinomycin	0.003810395
O	3	6	823	266.9	13.71	23654	0.05211	140.8	77.35	45312	0.1926	85.76	0.5183	0.361	189	0.5647	0.376	10803	Dactinomycin	0.003810395
O	3	7	2807	240.8	9.078	11317	0.03721	81.68	45.94	15665	0.1216	44.41	0.5529	0.3702	87.58	0.6042	0.392	12603	Dactinomycin	0.003810395
O	3	8	2542	253.4	10.04	12180	0.03845	82.8	47.01	17400	0.1309	45.48	0.5439	0.3644	91.33	0.5897	0.3831	14402	Dactinomycin	0.003810395
O	3	9	2834	252.6	9.532	12044	0.03695	89.67	49.26	15780	0.1301	45.17	0.5498	0.3704	86.81	0.5996	0.3916	16203	Dactinomycin	0.003810395
O	3	10	2020	249.6	10.4	11649	0.04272	96.29	49.83	17109	0.1157	43.23	0.5684	0.3799	80.6	0.6119	0.395	18002	Dactinomycin	0.003810395
O	3	11	696	284.9	15.47	26535	0.05576	130.3	70.04	50794	0.1945	90.14	0.518	0.3608	200.7	0.5565	0.3686	19803	Dactinomycin	0.003810395
O	3	12	2311	262	9.978	12522	0.03842	78.28	42.46	15539	0.1424	44.99	0.549	0.3708	89.31	0.5961	0.3894	21602	Dactinomycin	0.003810395
O	3	13	747	273.1	14.4	23312	0.05386	118.3	62.48	44305	0.2075	81.79	0.5194	0.3635	190.8	0.5622	0.3699	23403	Dactinomycin	0.003810395
O	3	14	2379	262	9.592	12162	0.03791	88.37	45.78	17074	0.1666	43.47	0.5553	0.3738	89.68	0.61	0.3947	25203	Dactinomycin	0.003810395
O	3	15	1848	270.8	10.86	12566	0.04104	100.6	50.43	16259	0.1624	42.78	0.5641	0.3781	80.16	0.6137	0.3984	27006	Dactinomycin	0.003810395
O	3	16	2806	249.8	9.228	11797	0.03634	77.38	40.38	15676	0.1622	44.74	0.5465	0.3679	94.24	0.6042	0.3927	28803	Dactinomycin	0.003810395
O	3	17	2975	267.5	9.507	13084	0.03463	72.05	39.17	14398	0.1724	46.49	0.5481	0.3678	95.78	0.6054	0.3935	30603	Dactinomycin	0.003810395
O	3	18	2307	260.8	9.94	11874	0.03689	75.44	39.11	12318	0.1144	42.45	0.565	0.3803	70.49	0.6083	0.399	34202	Dactinomycin	0.003810395
O	3	19	2191	272.8	10.98	13339	0.03886	94.33	47.92	17228	0.1854	45.74	0.556	0.3724	87.32	0.6113	0.3938	37802	Dactinomycin	0.003810395
O	3	20	750	302.1	15.28	28795	0.0534	121.8	62.44	43136	0.2604	92.37	0.5111	0.3574	199.8	0.5698	0.3724	41402	Dactinomycin	0.003810395
O	3	21	199	363.5	35.74	40318	0.137	343.4	164.4	130597	0.425	111.6	0.6438	0.4548	287.2	0.6541	0.4269	45002	Dactinomycin	0.003810395
O	3	22	2250	269.8	10.27	12839	0.03936	98.65	48.36	15783	0.2073	44.37	0.5586	0.3737	86.13	0.6226	0.4041	48604	Dactinomycin	0.003810395
O	3	23	2083	273.8	11.12	13675	0.04088	101.9	49.15	16139	0.174	46.79	0.558	0.3743	85.37	0.6147	0.3992	52202	Dactinomycin	0.003810395
N	3	0	237	526.7	77.4	67782	0.3736	912.5	396.5	382698	0.8419	128.5	0.8769	0.6111	445.3	0.7871	0.4758	0	Dactinomycin	0.011431184
N	3	1	490	301	31.75	32867	0.1881	405.2	184.4	161126	0.4973	94.92	0.6665	0.4586	283.4	0.662	0.4109	1803	Dactinomycin	0.011431184
N	3	2	414	367.2	41.23	39475	0.2143	441.2	197.8	169673	0.5425	96.17	0.7173	0.4972	303.8	0.6975	0.4361	3602	Dactinomycin	0.011431184
N	3	3	382	392.9	45.53	42891	0.2318	471.1	206.3	167623	0.5849	97.65	0.7447	0.5186	311	0.7197	0.4494	5408	Dactinomycin	0.011431184
N	3	4	248	487.9	68.01	61387	0.3385	712.8	301.1	290641	0.8157	127.7	0.8474	0.6055	454.3	0.7842	0.482	7203	Dactinomycin	0.011431184
N	3	5	258	497.6	67.69	63855	0.3254	641	279.4	258302	0.7797	129.8	0.8714	0.6128	434.8	0.7735	0.469	9004	Dactinomycin	0.011431184
N	3	6	273	476.5	63.35	62189	0.3066	605.7	270.9	250926	0.8017	129.1	0.8499	0.601	443.5	0.7712	0.4619	10803	Dactinomycin	0.011431184
N	3	7	259	487.2	66.13	64190	0.3283	627	270.4	263105	0.792	134.2	0.8781	0.6216	462.6	0.7654	0.4592	12603	Dactinomycin	0.011431184
N	3	8	272	491.6	65.52	64185	0.3127	633.8	274.5	262378	0.7941	130.2	0.8573	0.5972	447.1	0.7669	0.4636	14402	Dactinomycin	0.011431184
N	3	9	289	487.1	65.17	62723	0.3	612.9	265.6	249079	0.7957	126.6	0.843	0.5855	438.5	0.759	0.4574	16203	Dactinomycin	0.011431184
N	3	10	261	500.2	68.32	67507	0.3242	664.8	282.5	282218	0.8052	136.1	0.8692	0.6151	472.7	0.7672	0.4626	18002	Dactinomycin	0.011431184
N	3	11	265	487.3	64.19	66529	0.3076	600.2	256.8	252084	0.7667	135.3	0.8583	0.6096	461.2	0.7578	0.4607	19803	Dactinomycin	0.011431184
N	3	12	277	501.4	65.74	66514	0.3067	612.2	259.6	255110	0.7982	131.8	0.8548	0.6036	453.6	0.7704	0.4688	21602	Dactinomycin	0.011431184
N	3	13	251	505.2	69.76	70396	0.3268	653.2	286	287780	0.8068	142.4	0.8799	0.6214	489.4	0.775	0.4698	23403	Dactinomycin	0.011431184
N	3	14	290	493	63.43	63633	0.296	610.1	262.4	237677	0.7719	126.7	0.8441	0.5869	430.6	0.7566	0.4522	25203	Dactinomycin	0.011431184
N	3	15	257	532.7	71.85	73445	0.3156	610	267.5	264825	0.7959	138.4	0.878	0.6162	476.1	0.7635	0.4639	27006	Dactinomycin	0.011431184
N	3	16	258	498.6	67.18	68411	0.3176	656.7	292.7	293860	0.8108	137.9	0.8637	0.6188	492	0.7641	0.4622	28803	Dactinomycin	0.011431184
N	3	17	344	469.5	57.03	57246	0.2531	529.4	240.2	222081	0.7341	113	0.7768	0.5377	393	0.723	0.4404	30603	Dactinomycin	0.011431184
N	3	18	294	501.4	65.1	65515	0.2865	616.1	269	273163	0.7802	125.3	0.8186	0.5745	457.6	0.7474	0.4507	34202	Dactinomycin	0.011431184
N	3	19	245	548.2	74.27	78498	0.3245	603.8	260.7	278182	0.8	144.5	0.8704	0.6196	485.8	0.7651	0.4651	37802	Dactinomycin	0.011431184
N	3	20	244	571.5	79.18	77961	0.3345	679.9	289.8	321485	0.8165	139.2	0.8666	0.6118	500.1	0.7664	0.4612	41402	Dactinomycin	0.011431184
N	3	21	238	538.4	74.86	75311	0.3356	722.3	319.3	336271	0.8188	142.9	0.8676	0.611	526.2	0.7537	0.451	45002	Dactinomycin	0.011431184
N	3	22	229	575	81.8	80623	0.3404	721.1	318.6	347830	0.8203	143.8	0.8786	0.6237	528.5	0.7629	0.4584	48604	Dactinomycin	0.011431184
N	3	23	224	576.7	82.97	81934	0.3467	773	334.6	362171	0.8402	146.3	0.8842	0.6338	551.9	0.7619	0.4644	52202	Dactinomycin	0.011431184
