Row	Column	Timepoint	Nuclei_Number_of_Objects	Nuclei_IntNucGFP_Mean_Mean_per_Well	Nuclei_IntNucGFP_StdDev_Mean_per_Well	Nuclei_IntNucGFP_Sum_Mean_per_Well	Nuclei_IntNucGFP_Contrast_Mean_per_Well	Nuclei_IntCell DPC Mean_Mean_per_Well	Nuclei_IntCell_DPC_StdDev_Mean_per_Well	Nuclei_IntCell_DPC_Sum_Mean_per_Well	Nuclei_IntCell_DPC_Contrast_Mean_per_Well	Nuclei_NucMoph_Area_Micrometers_Mean_per_Well	Nuclei_NucMoph_Roundness_Mean_per_Well	Nuclei_NucMoph_Ratio_Width_to_Length_Mean_per_Well	Nuclei_CellMoph_Area_Micrometers_ Mean_per_Well	Nuclei_CellMoph_Roundness_Mean_per_Well	Nuclei_CellMoph_Ratio_Width_to_Length_Mean_per_Well	Time_in_seconds	Compound	Concentration
F	2	3	538	308.5	30.69	39423	0.1658	357.2	156.1	117532	0.4018	126.2	0.6379	0.4392	268.4	0.6598	0.4267	5402	DMSO	0.740740741
F	2	4	345	363.3	44.02	51562	0.2259	495.2	209.1	170670	0.4753	150.5	0.6937	0.4782	332.8	0.6806	0.4347	7202	DMSO	0.740740741
F	2	5	427	347.9	37.65	47579	0.1871	399.6	180.8	138647	0.4025	138.8	0.6589	0.4605	307.4	0.6562	0.4252	9003	DMSO	0.740740741
F	2	6	427	347.6	37.46	47205	0.1859	384.4	175.1	129605	0.4254	138.7	0.6385	0.4498	301.4	0.635	0.4099	10802	DMSO	0.740740741
F	2	7	472	331	33.86	43410	0.169	360.9	162.2	127634	0.373	132.1	0.6289	0.4419	298.8	0.631	0.4155	12602	DMSO	0.740740741
F	2	8	470	341.5	34.78	47140	0.173	410.5	190.9	144554	0.4132	138.4	0.6464	0.4549	308.9	0.6498	0.4163	14402	DMSO	0.740740741
F	2	9	525	340.2	33.59	44238	0.1659	348.5	158.4	120188	0.3795	131.2	0.6383	0.4453	290.6	0.6395	0.4092	16203	DMSO	0.740740741
F	2	10	468	344.7	35.35	44791	0.1735	384	173.4	137667	0.4152	127.1	0.6491	0.4538	299.6	0.6429	0.4107	18002	DMSO	0.740740741
F	2	11	247	475.4	63.49	76460	0.3109	658.6	285.7	236605	0.6994	189.2	0.8129	0.5614	446.3	0.7445	0.4498	19802	DMSO	0.740740741
F	2	12	436	377.7	40.73	54027	0.1882	408.6	182.2	144542	0.4054	152	0.6557	0.4529	331.3	0.649	0.4152	21602	DMSO	0.740740741
F	2	13	205	536.9	79.53	85113	0.3786	803.9	328.7	300633	0.8128	206	0.8688	0.6023	508.9	0.7746	0.4834	23402	DMSO	0.740740741
F	2	14	402	397.7	45.27	56447	0.2013	426.2	186.1	158285	0.4703	151.1	0.6693	0.4698	367.1	0.6547	0.4187	25202	DMSO	0.740740741
F	2	15	426	402	43.17	58574	0.1936	385.6	176.5	139496	0.4913	153.7	0.6704	0.4665	354.5	0.6634	0.4234	27002	DMSO	0.740740741
F	2	16	427	381.2	41.71	51285	0.196	407.6	182.7	145424	0.4604	140.8	0.6714	0.4603	327.4	0.66	0.4182	28802	DMSO	0.740740741
F	2	17	394	411.6	46.24	59437	0.2099	449.1	198.4	152934	0.4972	153.3	0.691	0.4774	355.3	0.6869	0.4325	30603	DMSO	0.740740741
F	2	18	476	375.2	38.11	53989	0.176	363.3	163.2	130316	0.4638	147.4	0.6621	0.4635	335.4	0.6615	0.4257	34202	DMSO	0.740740741
F	2	19	321	461.9	54.53	69028	0.2455	473.9	206	166078	0.5846	161.4	0.7427	0.5197	391.3	0.7071	0.4433	37802	DMSO	0.740740741
F	2	20	625	377.6	33.43	49216	0.1496	304.1	136.7	98946	0.4371	129	0.6294	0.4371	297.7	0.6479	0.4137	41402	DMSO	0.740740741
F	2	21	494	378.7	37.13	49982	0.1751	332.3	154.7	117310	0.4524	131.7	0.6555	0.4552	318.1	0.6519	0.4106	45002	DMSO	0.740740741
F	2	22	528	392.9	38.22	57730	0.1709	343	155	117891	0.5093	151.3	0.6642	0.4628	344.8	0.6793	0.4288	48603	DMSO	0.740740741
F	2	23	533	394	38.34	58226	0.1706	328.3	151.5	114478	0.515	150.3	0.6705	0.4669	344.4	0.6869	0.4351	52202	DMSO	0.740740741
G	2	0	94	558.1	86.75	65740	0.3958	870.2	404	289351	0.8778	120.4	0.8629	0.6032	385.4	0.7917	0.4644	0	DMSO	0.24691358
G	2	1	394	215.5	12.37	16613	0.06352	139.8	71.13	55457	0.2039	70.25	0.5215	0.3628	178.2	0.5702	0.3745	1803	DMSO	0.24691358
G	2	2	288	305.9	32.48	31914	0.1661	362.9	168.6	117353	0.4046	99.05	0.616	0.4411	245.8	0.6144	0.3986	3602	DMSO	0.24691358
G	2	3	567	259	18.6	22973	0.0855	174.9	86.17	51419	0.1272	83.23	0.5707	0.394	148.2	0.5918	0.3911	5403	DMSO	0.24691358
G	2	4	126	477.6	68.77	54850	0.3571	757.9	329.7	251769	0.7867	113.9	0.8699	0.6104	388.2	0.7761	0.477	7202	DMSO	0.24691358
G	2	5	722	266.2	18.17	21208	0.08328	168	87.86	47110	0.1675	71.97	0.5621	0.3873	140.7	0.5842	0.3846	9003	DMSO	0.24691358
G	2	6	776	262.9	17.55	19724	0.08089	159.5	86.53	48057	0.1693	66.32	0.5721	0.3978	151.8	0.5879	0.3875	10802	DMSO	0.24691358
G	2	7	788	267.4	18.93	20488	0.08633	159.2	84.11	44050	0.151	69.06	0.5889	0.4048	134.5	0.6044	0.3938	12602	DMSO	0.24691358
G	2	8	1092	261.7	15.38	19930	0.06712	130	72.51	33286	0.1136	69.93	0.5722	0.3957	125.6	0.5942	0.3905	14402	DMSO	0.24691358
G	2	9	853	271.2	18.05	21709	0.07628	147.6	82.61	43830	0.1618	72.81	0.5588	0.3853	146.9	0.5788	0.3788	16203	DMSO	0.24691358
G	2	10	299	344.3	35.81	34469	0.1687	340.2	165.7	122152	0.3955	90.51	0.6523	0.4657	278.4	0.6196	0.3965	18002	DMSO	0.24691358
G	2	11	142	491.6	68.82	57023	0.3291	649.3	298.5	228801	0.7451	115.6	0.8656	0.6128	404.8	0.7621	0.4685	19802	DMSO	0.24691358
G	2	12	928	273.4	16.04	18471	0.06287	112.3	63.55	33094	0.1257	60.07	0.5629	0.3877	122.3	0.5858	0.3875	21602	DMSO	0.24691358
G	2	13	623	288.8	22.83	23123	0.09775	187.9	96.14	56456	0.1926	73.01	0.5987	0.4126	152	0.6104	0.4	23402	DMSO	0.24691358
G	2	14	1103	278.8	17.32	17667	0.067	123.4	67.31	31677	0.1228	55.91	0.5787	0.394	102.4	0.5965	0.3938	25202	DMSO	0.24691358
G	2	15	445	318.6	24.21	28940	0.09555	200.9	106.5	69488	0.2374	83.57	0.5854	0.4046	192.1	0.5933	0.3952	27002	DMSO	0.24691358
G	2	16	315	335.7	31.96	33536	0.1407	289	143.5	106871	0.3547	91.87	0.6322	0.4429	229.3	0.6303	0.4076	28802	DMSO	0.24691358
G	2	17	201	426.2	50.25	49052	0.227	449.8	212.6	173297	0.5563	107.4	0.7372	0.5177	347.3	0.6917	0.4442	30603	DMSO	0.24691358
G	2	18	520	315.9	23.71	32609	0.1041	193.7	101.8	73745	0.1801	98.44	0.5965	0.4214	198.8	0.5895	0.3895	34202	DMSO	0.24691358
G	2	19	147	522.8	69.24	62913	0.3086	657.6	300.5	257606	0.7575	119.8	0.8661	0.6103	429.5	0.758	0.4686	37802	DMSO	0.24691358
G	2	20	155	517	67.49	63121	0.2982	567.1	261.4	219146	0.733	120.9	0.8538	0.6059	420	0.7519	0.4581	41402	DMSO	0.24691358
G	2	21	145	495.2	66.1	59780	0.3145	709.9	321.2	264662	0.7403	119.9	0.8556	0.6012	442.6	0.7415	0.4596	45002	DMSO	0.24691358
G	2	22	357	364.8	33.54	44094	0.1411	276.7	137.4	106395	0.3532	116.7	0.6364	0.4532	267.2	0.6006	0.39	48603	DMSO	0.24691358
G	2	23	218	439.3	49.75	53325	0.2218	486	228.3	171373	0.5557	115.4	0.7485	0.5318	340	0.6987	0.4397	52202	DMSO	0.24691358
H	2	0	81	378.1	37.08	37185	0.2195	573.8	252.5	225700	0.6182	89.81	0.723	0.491	292.2	0.7023	0.4064	0	DMSO	0.24691358
H	2	1	687	257.9	18.11	20994	0.1342	837.7	209	250275	0.3242	77.91	0.5994	0.4131	208.4	0.6519	0.4197	1803	DMSO	0.24691358
H	2	2	560	283.8	21.27	23067	0.1477	2257	422.7	853852	0.3971	75.64	0.6037	0.4124	237.8	0.6758	0.4259	3602	DMSO	0.24691358
H	2	3	817	268.8	17.49	20170	0.1131	920.6	249.6	368859	0.281	70.81	0.5934	0.4011	192.7	0.6587	0.4211	5403	DMSO	0.24691358
H	2	4	428	312.2	26.13	27420	0.1643	1886	397.7	580156	0.4717	81.03	0.6189	0.4263	253.2	0.6838	0.4302	7202	DMSO	0.24691358
H	2	5	961	270.6	16.51	17884	0.09465	1360	282.1	358984	0.2979	59.71	0.5873	0.399	159.8	0.6475	0.4131	9003	DMSO	0.24691358
H	2	6	1046	259.3	14.89	18583	0.08453	648.3	174.9	262850	0.1324	66.28	0.5758	0.3944	149.8	0.6082	0.3997	10802	DMSO	0.24691358
H	2	7	574	286.2	20.86	25407	0.1208	1003	281.3	435212	0.2831	81.13	0.5897	0.4096	229.5	0.6226	0.4039	12603	DMSO	0.24691358
H	2	8	1069	268.4	14.91	18832	0.08482	653.8	171.9	350762	0.002012	64.25	0.5794	0.3879	146.2	0.5998	0.3856	14402	DMSO	0.24691358
H	2	9	547	307.5	22.1	27687	0.1249	1033	274.5	500809	0.3489	83.67	0.5944	0.4126	264.9	0.6331	0.4101	16203	DMSO	0.24691358
H	2	10	565	300.5	21.06	25021	0.1218	1126	317.7	650275	0.407	75.09	0.5895	0.4071	270.3	0.6451	0.4113	18002	DMSO	0.24691358
H	2	11	481	324.8	24.58	27941	0.1405	1343	343.2	614092	0.3765	78.1	0.618	0.4239	260.6	0.6705	0.4316	19803	DMSO	0.24691358
H	2	12	594	316.2	21.81	26928	0.1253	1475	394.2	681147	0.4759	80.45	0.5927	0.4065	277.9	0.6716	0.4238	21602	DMSO	0.24691358
H	2	13	379	338.5	28.68	31545	0.1716	2655	586.3	1258438	0.6008	84.64	0.6508	0.4454	348.7	0.7265	0.4458	23402	DMSO	0.24691358
H	2	14	564	324.6	22.63	25219	0.1346	2167	346	1013725	0.2537	69.58	0.6235	0.4285	228.4	0.6607	0.4219	25202	DMSO	0.24691358
H	2	15	350	378.1	31.81	38672	0.1811	4411	696	2453336	0.4645	97.52	0.6428	0.4508	412.3	0.6898	0.4308	27002	DMSO	0.24691358
H	2	16	468	332.4	24.62	29549	0.1495	2280	467	1848559	0.3149	83.62	0.618	0.4281	312.6	0.6761	0.4263	28802	DMSO	0.24691358
H	2	17	3221	258.2	10.55	11803	0.04628	730.5	127.9	365691	0.03903	41.9	0.5728	0.3839	83.35	0.6056	0.3965	30603	DMSO	0.24691358
H	2	18	453	357.2	26.56	31388	0.1524	4111	695.7	3493709	0.4339	80.6	0.6142	0.4237	361.3	0.6643	0.4118	34202	DMSO	0.24691358
H	2	19	535	337.7	23.38	30009	0.1175	7552	660.4	3210560	0.3471	80.14	0.6064	0.4211	277.9	0.6803	0.4287	37802	DMSO	0.24691358
H	2	20	455	369.8	27.79	34880	0.1463	2936	489.8	1990356	0.369	88.11	0.6236	0.4367	330	0.6697	0.4193	41402	DMSO	0.24691358
H	2	21	446	345	25.4	32772	0.1417	3360	481	1942588	0.4353	86.53	0.621	0.4268	357.3	0.6622	0.4141	45002	DMSO	0.24691358
H	2	22	383	388.9	29.48	39436	0.1626	1789	405.1	1441987	0.4561	99.62	0.6453	0.4548	380.2	0.6656	0.4315	48603	DMSO	0.24691358
H	2	23	335	389.1	31.35	41408	0.1676	2001	411.4	1226104	0.4973	99.56	0.6574	0.457	407.3	0.6794	0.4242	52202	DMSO	0.24691358
I	2	0	478	337.5	31.44	34760	0.1467	307.4	144.9	111728	0.393	92.46	0.6024	0.4117	255.5	0.616	0.3907	0	DMSO	0.082304527
I	2	1	431	290.4	28.74	33673	0.1694	454.5	201.3	137863	0.3845	112	0.6309	0.4421	266.9	0.6368	0.4079	1803	DMSO	0.082304527
I	2	2	470	307.8	28.54	35895	0.1497	358.6	167.1	112705	0.3883	113.9	0.6296	0.4426	251.3	0.6436	0.4189	3602	DMSO	0.082304527
I	2	3	408	337	32.05	38501	0.1586	358.8	164.9	112481	0.3419	107.1	0.6449	0.461	241.5	0.6467	0.4281	5403	DMSO	0.082304527
I	2	4	362	349.4	36.1	44304	0.1687	342.5	159.4	117831	0.396	123.1	0.6504	0.4612	270.3	0.6329	0.4176	7202	DMSO	0.082304527
I	2	5	312	384.3	42.17	49384	0.1984	399.9	187.8	148170	0.5053	126.7	0.6784	0.4824	322.6	0.6568	0.4164	9003	DMSO	0.082304527
I	2	6	364	372.7	38.25	44994	0.1774	356.3	169.5	126860	0.4437	117.3	0.6652	0.4783	287.1	0.6512	0.4211	10802	DMSO	0.082304527
I	2	7	328	387.5	42.28	45809	0.2043	408.2	187.3	146130	0.5237	115.3	0.6933	0.4889	296.5	0.6693	0.4211	12603	DMSO	0.082304527
I	2	8	372	375	38.11	43547	0.1759	353.9	167.5	127469	0.4607	110.5	0.6529	0.4595	264.5	0.6299	0.4045	14402	DMSO	0.082304527
I	2	9	201	500.3	66.28	60398	0.3136	630.3	290	232790	0.7291	118.5	0.8359	0.592	379.1	0.7611	0.465	16203	DMSO	0.082304527
I	2	10	372	378.5	39.78	45799	0.1794	344.6	165.6	127894	0.4371	121	0.6615	0.4645	288.4	0.6396	0.4063	18002	DMSO	0.082304527
I	2	11	355	394.2	42.63	46656	0.1888	381.5	177.7	131466	0.4949	117	0.6752	0.4772	283.1	0.6466	0.4142	19803	DMSO	0.082304527
I	2	12	200	519.2	68.81	62816	0.3196	720.7	314	261422	0.7366	121	0.8485	0.5986	394.5	0.7707	0.468	21602	DMSO	0.082304527
I	2	13	297	410	47.22	48240	0.2184	455.1	207.7	155819	0.5593	110.4	0.7188	0.5126	307.7	0.6834	0.4316	23402	DMSO	0.082304527
I	2	14	330	412.2	44.82	47298	0.2004	442.1	200.3	158286	0.5226	107.2	0.6934	0.4884	297.8	0.6646	0.4172	25202	DMSO	0.082304527
I	2	15	348	408.8	43.4	49743	0.1927	455.1	205.9	159737	0.4945	118.4	0.6831	0.4792	306.1	0.6564	0.4145	27002	DMSO	0.082304527
I	2	16	378	377.6	39.52	45692	0.18	379.3	172.9	137741	0.4745	117	0.6675	0.4725	297	0.6403	0.4074	28802	DMSO	0.082304527
I	2	17	195	543.6	74.44	70931	0.3285	770.3	343.5	293451	0.7493	131.6	0.8625	0.6163	428.3	0.7589	0.4585	30603	DMSO	0.082304527
I	2	18	214	509	65.74	62495	0.315	691.6	312.6	250671	0.7411	120.8	0.8397	0.5908	406	0.7535	0.4562	34202	DMSO	0.082304527
I	2	19	206	541.9	71.38	68129	0.32	708	316.3	266610	0.736	123	0.8606	0.6102	421	0.7716	0.4771	37802	DMSO	0.082304527
I	2	20	215	530.5	68.02	68811	0.3069	638.8	285	242458	0.7251	127.9	0.869	0.6217	405.3	0.7669	0.4664	41402	DMSO	0.082304527
I	2	21	204	501.7	65.18	66207	0.3128	614.8	272.4	246228	0.7249	131.1	0.8686	0.6123	455.7	0.7554	0.464	45002	DMSO	0.082304527
I	2	22	210	531.7	69.32	67610	0.3169	619.6	276.9	218127	0.7202	125.4	0.8668	0.625	377.2	0.7656	0.4703	48603	DMSO	0.082304527
I	2	23	218	515.5	66.36	68098	0.3052	576.2	261.7	219328	0.7008	131.9	0.858	0.609	396.6	0.7537	0.4589	52202	DMSO	0.082304527
J	2	0	482	330.5	30.83	34852	0.1466	335.9	154.3	115566	0.4326	95.57	0.61	0.4289	253.4	0.6312	0.3989	0	DMSO	0.082304527
J	2	1	506	276.7	26.95	29266	0.1582	342	162.3	116304	0.3597	97.74	0.626	0.4356	240.8	0.6393	0.4027	1803	DMSO	0.082304527
J	2	2	392	327.6	33.09	36878	0.1738	372	170.8	129383	0.4311	104.5	0.6584	0.4663	249.6	0.6514	0.4248	3602	DMSO	0.082304527
J	2	3	354	351.1	36.08	38924	0.1848	408.2	185	134567	0.4459	101.9	0.6639	0.4632	255	0.663	0.4238	5403	DMSO	0.082304527
J	2	4	195	462.1	58.73	57608	0.3104	573.4	261.3	203678	0.6098	123.3	0.8293	0.5811	347.9	0.7772	0.4854	7202	DMSO	0.082304527
J	2	5	413	349.7	34.16	39231	0.1596	323.1	147	107889	0.3932	104	0.6425	0.4553	247.7	0.6363	0.4145	9003	DMSO	0.082304527
J	2	6	211	473.7	61.21	56713	0.3005	595.8	260.5	217277	0.6867	117.1	0.8235	0.5752	352.8	0.7478	0.4544	10802	DMSO	0.082304527
J	2	7	211	478.3	62.74	58749	0.3126	571.1	257.8	208152	0.6409	123.3	0.84	0.5879	374.6	0.7648	0.4664	12603	DMSO	0.082304527
J	2	8	480	346.6	31.79	39159	0.1481	254.2	121.9	90197	0.3585	108.4	0.6247	0.4399	241.4	0.6183	0.404	14402	DMSO	0.082304527
J	2	9	318	398.1	43.18	45713	0.2044	355.9	167.1	128728	0.5067	106.1	0.711	0.4934	285	0.675	0.4156	16203	DMSO	0.082304527
J	2	10	290	411.8	47.17	47173	0.2332	380.9	183.2	133812	0.5321	108.8	0.7256	0.4978	292.3	0.6876	0.4219	18002	DMSO	0.082304527
J	2	11	252	458.6	55.93	54825	0.2734	468.5	215.1	172380	0.5619	115.6	0.7904	0.5461	323.5	0.7333	0.45	19803	DMSO	0.082304527
J	2	12	313	423	47.51	48817	0.2251	363.7	170.5	137975	0.5193	109.1	0.7302	0.5128	305.2	0.6882	0.4287	21602	DMSO	0.082304527
J	2	13	346	391.5	40.8	44335	0.2077	326.5	154.2	125629	0.4702	104.9	0.7145	0.4956	280.1	0.6826	0.4246	23402	DMSO	0.082304527
J	2	14	207	504.6	64.6	69205	0.3091	528.2	243.4	219254	0.7076	139.9	0.8507	0.5969	423.2	0.7605	0.4599	25202	DMSO	0.082304527
J	2	15	242	510.3	64.15	63992	0.3	462.4	205.9	177765	0.5939	125.6	0.839	0.5791	362.5	0.7534	0.4604	27002	DMSO	0.082304527
J	2	16	379	379.5	37.93	41711	0.203	313.1	144.4	130633	0.427	100.8	0.7196	0.493	299.6	0.6823	0.4248	28802	DMSO	0.082304527
J	2	17	230	502.4	63.68	67859	0.3008	508.1	225.8	196580	0.6792	136.8	0.8512	0.5884	398.4	0.7641	0.4684	30603	DMSO	0.082304527
J	2	18	245	482.2	58.05	62784	0.2897	500.2	227.4	183104	0.6275	128.7	0.835	0.5725	376.8	0.7607	0.4581	34202	DMSO	0.082304527
J	2	19	253	500.8	59.88	64811	0.2905	482.6	218.7	184881	0.6251	126.3	0.8426	0.5802	364.6	0.7591	0.4606	37802	DMSO	0.082304527
J	2	20	257	505.6	62.09	64588	0.2951	478.7	214.8	179836	0.6713	125.4	0.8472	0.5863	386.1	0.7686	0.4664	41402	DMSO	0.082304527
J	2	21	252	477.2	58.77	62444	0.2947	504.6	231.1	211149	0.6661	130.9	0.8452	0.5883	414	0.7458	0.4526	45002	DMSO	0.082304527
J	2	22	270	489.7	60.41	64664	0.2843	469.7	212.4	198213	0.6292	130.6	0.8338	0.5781	411.4	0.743	0.4514	48603	DMSO	0.082304527
J	2	23	236	510	63.47	71796	0.3006	489.4	224.8	216582	0.7038	141.3	0.865	0.6077	445.7	0.7553	0.4633	52202	DMSO	0.082304527
K	2	0	273	367.4	39.95	47606	0.1837	308.1	143.7	120689	0.4747	127.1	0.6442	0.4566	299.4	0.6321	0.3975	0	DMSO	0.027434842
K	2	1	310	287.1	27.18	30682	0.1479	288.9	133.2	112370	0.3633	93.38	0.6063	0.4292	258.7	0.6132	0.396	1803	DMSO	0.027434842
K	2	2	5215	221.6	8.944	9442	0.03884	57.09	31.77	8879	0.06317	39.79	0.5643	0.3765	56.85	0.5986	0.3918	3602	DMSO	0.027434842
K	2	3	142	494.3	68.3	60432	0.3301	665.3	284.1	233565	0.7093	126.4	0.8056	0.5557	360.8	0.7822	0.4888	5403	DMSO	0.027434842
K	2	4	310	340.4	32.4	39164	0.1623	311.7	151.5	113061	0.432	107.9	0.6343	0.447	250.5	0.6312	0.4099	7203	DMSO	0.027434842
K	2	5	320	345.9	32.12	38191	0.1576	329	152.8	116294	0.3739	100.2	0.6318	0.4353	244	0.6354	0.406	9003	DMSO	0.027434842
K	2	6	4256	243.2	9.308	11186	0.0374	57.64	35.9	9997	0.02223	42.65	0.5711	0.3807	57.95	0.5939	0.3899	10802	DMSO	0.027434842
K	2	7	333	335.6	30.23	38728	0.1496	310.9	148.1	117728	0.3923	107.2	0.6298	0.4428	254.9	0.6189	0.3971	12603	DMSO	0.027434842
K	2	8	134	508	68.03	72016	0.3148	648	287.8	266695	0.7582	144.3	0.855	0.5986	444.8	0.7701	0.4703	14402	DMSO	0.027434842
K	2	9	131	524.7	73	75277	0.3248	659.5	292.3	281822	0.7625	152.7	0.8491	0.5822	468.7	0.7588	0.4544	16203	DMSO	0.027434842
K	2	10	574	309.9	22.95	31312	0.09543	185.6	96.21	66885	0.2053	94.09	0.5637	0.3977	185.8	0.5645	0.3718	18002	DMSO	0.027434842
K	2	11	941	285.5	16.38	24551	0.07016	164.9	81.55	46612	0.2107	78.19	0.5758	0.3952	147.6	0.6158	0.3982	19803	DMSO	0.027434842
K	2	12	434	336.3	28.32	47168	0.1229	247.2	123.8	99701	0.3378	142.3	0.5985	0.4227	283.9	0.5874	0.3812	21602	DMSO	0.027434842
K	2	13	529	309.5	24.24	35328	0.107	221.1	109.6	82371	0.2804	108.2	0.59	0.4124	219.4	0.592	0.3815	23403	DMSO	0.027434842
K	2	14	249	402.4	43.09	53328	0.1887	397.7	185.1	169198	0.5208	127.4	0.6853	0.4899	342.8	0.6594	0.4202	25202	DMSO	0.027434842
K	2	15	638	321.1	23.18	36198	0.09141	224.3	106	73344	0.3124	107.3	0.578	0.4038	208.7	0.6021	0.3886	27003	DMSO	0.027434842
K	2	16	358	349.9	33.76	46274	0.1405	311.8	153.8	127606	0.4061	131.4	0.6105	0.434	310.4	0.5958	0.3881	28802	DMSO	0.027434842
K	2	17	614	329	25.45	36323	0.09864	225.7	110.7	71937	0.2856	106.8	0.5819	0.4102	202.9	0.606	0.3947	30603	DMSO	0.027434842
K	2	18	331	387.2	40.07	45509	0.1721	377.9	170.4	131599	0.4181	112.5	0.6413	0.455	282.3	0.6214	0.3962	34202	DMSO	0.027434842
K	2	19	165	558.4	75.53	72722	0.3147	720.2	317.9	261332	0.7366	131.4	0.8353	0.5866	413.2	0.7468	0.4532	37802	DMSO	0.027434842
K	2	20	157	565.3	78.34	80582	0.3273	731.5	313.8	271900	0.7418	152.6	0.8525	0.6019	451.9	0.7596	0.4598	41402	DMSO	0.027434842
K	2	21	392	355.8	33.16	42901	0.15	346.1	156.6	124586	0.4287	115.2	0.6354	0.4471	291.1	0.6226	0.4043	45002	DMSO	0.027434842
K	2	22	186	515.3	67.55	68343	0.2927	675.8	298.3	274401	0.6961	132	0.8182	0.5819	436.1	0.7333	0.4579	48603	DMSO	0.027434842
K	2	23	186	526.2	67.82	69912	0.3	660.7	298.2	284318	0.7164	131.5	0.8254	0.5798	460.1	0.7186	0.4252	52202	DMSO	0.027434842
L	2	0	469	327	29.98	34345	0.1377	292.4	135.8	111472	0.4456	89.63	0.6042	0.4169	248.5	0.6128	0.388	0	DMSO	0.027434842
L	2	1	429	272.2	25.23	33344	0.1444	275.3	128.2	116776	0.4384	114.2	0.6243	0.4445	291.6	0.6235	0.3969	1803	DMSO	0.027434842
L	2	2	260	361.1	41.69	42523	0.2228	456.5	203.6	175457	0.5901	102	0.7299	0.508	326.6	0.698	0.4356	3602	DMSO	0.027434842
L	2	3	406	323.9	30.76	38178	0.1515	315.6	145.9	121431	0.49	107.3	0.6465	0.4632	281.2	0.649	0.4155	5403	DMSO	0.027434842
L	2	4	338	349.5	36.39	45195	0.1792	336.9	155.8	142185	0.5002	122.9	0.6687	0.4823	328	0.6331	0.4026	7203	DMSO	0.027434842
L	2	5	380	352.7	35.21	41706	0.1667	330.2	152.8	123085	0.4845	108.8	0.6777	0.4822	295	0.6564	0.4148	9003	DMSO	0.027434842
L	2	6	450	332.1	30.25	40428	0.1422	261.8	125.2	103433	0.4028	115.4	0.6374	0.4564	274.9	0.6227	0.3971	10803	DMSO	0.027434842
L	2	7	426	336.2	32.6	45091	0.1549	290.7	137.8	115646	0.4818	135.9	0.6489	0.4631	316.2	0.6297	0.4054	12603	DMSO	0.027434842
L	2	8	376	363.3	36.02	50725	0.1647	322.2	152.8	137195	0.4532	141.1	0.6567	0.4671	331	0.6324	0.4054	14402	DMSO	0.027434842
L	2	9	204	474.3	61.29	61969	0.2909	562	244.4	239359	0.7384	124.4	0.8456	0.6023	442.5	0.7487	0.4514	16203	DMSO	0.027434842
L	2	10	239	434.3	53.97	55627	0.2549	514.2	231.4	218458	0.6658	116.9	0.7834	0.5416	395.8	0.7011	0.4203	18002	DMSO	0.027434842
L	2	11	194	499.2	67.66	64327	0.3211	655.8	284.6	279407	0.8247	126.7	0.8805	0.6078	487.6	0.76	0.4446	19803	DMSO	0.027434842
L	2	12	210	497.1	65.35	62498	0.3057	661.2	299.2	270808	0.8061	121.3	0.86	0.5985	437.1	0.752	0.4474	21602	DMSO	0.027434842
L	2	13	211	467.4	61.07	59657	0.2967	606.3	272	261310	0.792	121.9	0.8561	0.6072	460	0.7495	0.4453	23403	DMSO	0.027434842
L	2	14	196	521.4	70.47	69574	0.3214	645.6	288.8	287175	0.8047	132.2	0.8765	0.6142	486.6	0.7463	0.4364	25202	DMSO	0.027434842
L	2	15	203	531.7	70.8	70427	0.3185	655	293.5	274022	0.8359	131.9	0.8797	0.6228	481.6	0.7551	0.4397	27003	DMSO	0.027434842
L	2	16	199	490.2	65.36	67215	0.3178	616.5	270.6	281656	0.8231	135.2	0.8845	0.6194	512.3	0.7537	0.4408	28802	DMSO	0.027434842
L	2	17	202	529.6	71.11	71092	0.3218	645.2	284.9	287795	0.8211	133.8	0.892	0.6292	501.6	0.7528	0.4509	30603	DMSO	0.027434842
L	2	18	218	515.4	67.93	67422	0.3183	607.4	270.8	251495	0.8075	128.7	0.8707	0.6035	467.9	0.7478	0.4453	34202	DMSO	0.027434842
L	2	19	211	531.3	71.26	71742	0.3219	583.9	261	261280	0.7889	132.5	0.8825	0.621	485.9	0.7422	0.4416	37802	DMSO	0.027434842
L	2	20	209	561.2	76.31	73977	0.3302	705.3	312.7	292745	0.7975	131.2	0.8808	0.6183	478.8	0.7502	0.453	41402	DMSO	0.027434842
L	2	21	217	517.6	72.34	66466	0.3322	686.6	299.7	271260	0.7946	129.2	0.8754	0.6177	456.1	0.7579	0.4569	45002	DMSO	0.027434842
L	2	22	497	385	36.75	41314	0.1599	354.9	164.4	132087	0.4845	93.74	0.6645	0.4628	287.3	0.6462	0.4109	48603	DMSO	0.027434842
L	2	23	485	397.6	39.34	42109	0.1694	366.6	166.7	137499	0.5134	91.39	0.6728	0.4695	284.1	0.6485	0.3978	52202	DMSO	0.027434842
M	2	0	183	548.7	83.91	69813	0.3581	976	434.1	421246	0.8802	125.1	0.8509	0.5964	444.7	0.7685	0.4506	0	DMSO	0.009144947
M	2	1	368	320.5	36.69	35977	0.1963	520.2	230.1	226075	0.5439	101.1	0.6701	0.4726	333.7	0.6678	0.4135	1803	DMSO	0.009144947
M	2	2	183	497.3	72.85	68658	0.3503	713.9	312.3	327053	0.7946	143	0.8755	0.6357	512.5	0.7778	0.4664	3602	DMSO	0.009144947
